beginning: 19
begun: 4
behave: 1
behaved: 1
behaviour: 4
behind: 35
behold: 1
being: 295
belief: 4
believe: 47
believed: 11
believing: 6
belly: 1
belong: 3
belonged: 9
belonging: 7
beloved: 1
below: 6
belt: 9
bemoaning: 1
benamuckee: 5
bend: 3
bending: 1
benefactor: 4
benefit: 3
bent: 3
benumbing: 1
beseeching: 1
besides: 35
best: 30
bestirred: 2
bestow: 1
bestowed: 4
bethought: 2
betray: 1
better: 41
between: 40
betwixt: 1
bewitched: 1
beyond: 19
bible: 6
bibles: 2
bid: 12
bidding: 2
big: 21
bigger: 5
biggest: 5
bill: 3
bills: 3
binary: 1
binding: 1
bird: 6
birds: 1
biscay: 1
biscuit: 9
bit: 8
bits: 3
bitter: 3
bitterest: 1
bitterness: 1
black: 6
blade: 2
blamed: 2
blanket: 2
blankets: 1
blaspheme: 1
blasphemed: 1
blast: 2
blazed: 2
bleating: 1
bled: 1
bleeding: 1
bless: 5
blessed: 7
blessing: 9
blessings: 2
blew: 20
blind: 1
blinded: 2
blindly: 1
blistered: 1
block: 1
blocked: 1
blood: 17
bloodshed: 1
bloody: 8
blow: 13
blowing: 8
blown: 5
blue: 1
board: 73
boards: 12
boat: 245
boats: 8
boatswain: 7
bob: 2
bodies: 8
body: 20
boil: 4
boiled: 2
boiling: 1
bold: 4
bolder: 2
boldly: 1
bolts: 2
bond: 1
bondage: 1
bone: 1
bones: 6
book: 3
books: 6
boom: 2
boots: 1
booty: 1
bordeaux: 1
bore: 3
born: 9
bosom: 1
bosses: 1
botching: 1
both: 56
bottle: 11
bottles: 15
bottom: 15
bottomless: 1
bough: 5
boughs: 5
bought: 7
bound: 20
boundless: 1
bounds: 1
bountifully: 1
bow: 4
bowels: 2
bower: 14
bowl: 2
bows: 1
bowsprit: 1
box: 5
boxes: 3
boy: 25
boys: 1
brace: 2
brain: 2
bran: 1
branch: 2
branches: 6
brandgoose: 1
brandy: 4
brass: 1
brave: 1
brazil: 11
brazilians: 2
brazils: 33
breach: 11
bread: 53
breadth: 2
break: 13
breakfast: 1
breaking: 4
breast: 4
breastwork: 2
breath: 9
breathing: 1
bred: 5
breeches: 5
breed: 6
breeding: 2
breeze: 3
bremen: 1
brew: 1
bricklayers: 1
bridle: 2
bright: 4
bring: 69
bringing: 12
brittle: 1
broad: 13
broadcloth: 1
broadside: 1
broadsword: 1
broadswords: 1
brock: 1
broiled: 3
broke: 20
broken: 21
brooded: 1
brook: 5
broth: 7
brother: 4
brothers: 3
brought: 118
brow: 2
bruised: 3
brushwood: 2
brutal: 1
brutality: 2
brute: 1
brutes: 2
brutish: 2
buckles: 1
buenos: 1
build: 8
building: 6
builds: 1
built: 7
bulged: 1
bullet: 3
bullets: 13
bunch: 4
bunches: 2
bungling: 1
buoy: 2
burden: 3
buried: 9
burn: 9
burned: 4
burning: 4
burnt: 5
burst: 5
bury: 4
burying: 1
bush: 1
bushels: 8
bushes: 1
bushy: 1
busied: 1
business: 42
buskins: 1
busy: 3
but: 1100
butcher: 1
butchers: 1
butchery: 1
butt: 1
butter: 4
buy: 4
buying: 2
bye: 2
cabin: 18
cable: 5
cables: 7
cadiz: 1
cage: 1
cake: 6
caked: 1
cakes: 8
caking: 1
calais: 3
calamities: 1
calculate: 3
calculated: 2
calculation: 1
calendar: 2
calenture: 2
calf: 2
calico: 1
call: 63
called: 81
calling: 8
calls: 7
calm: 18
calmer: 2
calmness: 2
came: 284
camp: 1
can: 46
canal: 2
canaries: 2
canary: 1
candle: 3
candles: 9
candour: 1
canes: 2
cannibal: 4
cannibals: 8
cannon: 3
cannot: 27
canoe: 28
canoes: 26
canst: 1
canvas: 6
cap: 9
capable: 4
capacities: 1
capacity: 1
cape: 7
capful: 3
capital: 1
capitulate: 1
capitulated: 1
captain: 114
captive: 1
captivity: 4
caravan: 1
carcasses: 1
card: 1
care: 28
cared: 4
careful: 4
carefully: 5
careless: 1
carelessly: 1
cargo: 26
cargoes: 1
caribbean: 1
caribbeans: 1
caribbee: 1
caribbees: 2
caribs: 1
caring: 1
carpenter: 8
carpenters: 1
carriage: 2
carried: 75
carries: 1
carrion: 1
carrot: 1
carry: 45
carrying: 7
case: 45
cases: 6
cask: 5
casks: 6
cassava: 1
cast: 32
castile: 1
casting: 2
castle: 25
casts: 1
casual: 2
casually: 3
casuist: 1
cat: 4
catch: 8
catched: 1
catching: 1
catholic: 1
cats: 11
cattle: 4
caught: 9
cause: 13
caused: 16
causing: 1
caution: 6
cautions: 1
cautious: 4
cautiously: 1
cave: 62
caves: 2
cavity: 2
cease: 4
cedar: 2
ceiling: 1
cell: 1
cellar: 2
centre: 6
ceremonies: 1
ceremony: 1
certain: 20
certainly: 27
certainty: 1
chafed: 1
chaff: 1
chain: 1
chains: 4
chair: 5
chamber: 1
chance: 2
change: 2
changed: 6
changes: 1
channel: 2
chapter: 20
chapters: 1
character: 1
characters: 1
charcoal: 3
charge: 17
charged: 3
charges: 3
charging: 2
charitable: 4
charitably: 1
charities: 1
charity: 2
chark: 1
charming: 2
charts: 2
chase: 5
chat: 1
cheat: 1
check: 3
checked: 3
checks: 1
cheer: 2
cheered: 3
cheerful: 6
cheerfully: 5
cheese: 5
cheeses: 1
chequer: 2
chequered: 2
chest: 11
chests: 23
chew: 1
chewed: 1
chickens: 1
chief: 4
chiefly: 3
child: 4
children: 7
chill: 4
chilly: 1
chimera: 1
chips: 1
chisel: 1
chocolate: 1
choice: 2
choked: 1
choose: 3
chop: 1
chopped: 1
chopping: 2
chosen: 1
christ: 8
christian: 11
christians: 2
christianus: 1
church: 1
circle: 15
circuit: 1
circumference: 1
circumscribed: 1
circumspect: 1
circumstance: 3
circumstances: 30
circumvent: 1
citron: 1
city: 2
civil: 3
claim: 5
claimed: 1
clambered: 2
clap: 1
clapped: 2
clapping: 1
clause: 1
claws: 5
clay: 6
clean: 3
clear: 20
cleared: 6
clearest: 1
clearly: 2
clearness: 1
clergy: 2
clerk: 1
cleverly: 1
cliffs: 1
climate: 8
climates: 2
climbed: 2
climbing: 3
clinch: 1
cling: 1
clock: 7
close: 43
closed: 1
closing: 2
clothed: 4
clothes: 31
cloths: 1
cloud: 3
cloudy: 3
club: 1
clumsy: 3
clung: 2
clusters: 1
coal: 2
coals: 3
coast: 43
coasting: 1
coat: 4
coats: 3
cock: 1
cockpit: 1
cocoa: 1
codes: 1
coffee: 1
cogitations: 3
cognisance: 1
coin: 1
cold: 12
collar: 1
collection: 5
colliers: 1
colonel: 2
colonies: 3
colony: 2
colour: 7
coloured: 1
colours: 1
come: 199
comely: 1
comes: 5
comfort: 24
comfortable: 7
comfortably: 6
comforted: 7
comforting: 2
comforts: 6
coming: 48
command: 5
commanded: 4
commander: 5
commands: 3
commend: 1
commerce: 1
commercial: 1
commission: 1
commit: 5
committed: 6
committing: 1
commodiously: 1
common: 17
commonly: 2
communicate: 1
communicated: 1
communication: 2
communications: 1
companies: 1
companion: 6
companions: 4
company: 18
compare: 3
compared: 3
comparing: 3
comparison: 2
compass: 9
compasses: 1
compassion: 1
competent: 2
competitor: 1
compilation: 1
complain: 4
complained: 2
complainings: 1
complaint: 1
complete: 8
completed: 1
completely: 4
compliance: 5
complicated: 1
complied: 1
compliment: 1
comply: 7
complying: 3
compose: 4
composed: 9
composure: 2
compressed: 1
computer: 2
computers: 2
comrade: 3
comrades: 9
conceal: 2
concealed: 6
conceits: 1
conceive: 2
conceived: 1
concept: 2
conceptions: 1
concern: 10
concerned: 7
concerning: 2
conclude: 3
concluded: 18
concluding: 3
conclusion: 4
conclusions: 1
concurred: 2
concurrence: 1
condemn: 1
condemned: 4
condition: 81
conditions: 7
conduct: 4
conference: 1
confess: 7
confessed: 1
confessing: 1
confidence: 1
confined: 3
confinement: 3
confirmation: 1
confirmed: 2
confirms: 1
confound: 1
confounded: 4
confused: 7
confusion: 8
congratulating: 1
conjectures: 1
conquered: 2
conqueror: 1
conscience: 10
consciences: 2
consent: 6
consented: 2
consequence: 8
consequences: 6
consequential: 1
consequently: 9
consider: 27
considerable: 7
considerably: 6
consideration: 8
considerations: 2
considered: 21
considering: 15
consisted: 1
consistent: 1
consolation: 2
conspiracy: 2
constant: 12
constantly: 6
consternation: 4
construe: 1
consult: 2
consultation: 2
consultations: 1
consulted: 3
consume: 1
consuming: 1
contact: 5
contain: 2
contained: 2
containing: 1
contemplated: 1
contemplation: 2
contempt: 1
contend: 1
content: 6
contented: 9
contenting: 1
contention: 1
continent: 6
continual: 3
continually: 9
continuance: 1
continue: 3
continued: 24
continues: 1
continuing: 4
contract: 2
contracted: 2
contradict: 1
contradiction: 1
contraries: 1
contrary: 12
contribute: 2
contributed: 1
contributions: 2
contrivance: 6
contrivances: 5
contrive: 1
contrived: 7
contriving: 4
convenience: 3
conveniences: 3
conveniency: 1
convenient: 7
conversation: 6
converse: 4
conversed: 1
conversing: 2
conversion: 1
convert: 1
convey: 3
conveyed: 3
convictions: 2
convince: 1
convinced: 11
convulsions: 1
cook: 3
cooked: 2
cookery: 1
cooking: 4
cool: 2
cooled: 1
cooler: 3
coolest: 1
cooling: 1
copied: 2
copies: 7
copper: 2
copy: 12
copying: 4
copyright: 14
cordial: 5
cork: 1
corn: 63
corner: 6
cornered: 1
corporation: 1
corpse: 1
corresponded: 1
correspondent: 2
corrupt: 1
corruption: 1
cost: 18
costs: 2
couch: 1
could: 567
council: 1
councils: 1
counsel: 4
counsellor: 2
counsels: 1
count: 1
countenance: 7
counter: 1
countries: 4
country: 84
countryman: 1
countrymen: 7
coup: 1
courage: 9
course: 35
courses: 1
court: 2
cove: 4
covenant: 1
covenants: 1
cover: 11
covered: 20
covering: 4
covet: 2
covetous: 1
covetousness: 1
cow: 1
cows: 1
crack: 2
cracked: 2
crazy: 1
created: 3
creating: 4
creation: 3
creator: 1
creature: 58
creatures: 56
credible: 2
credit: 2
creditor: 1
creek: 25
creep: 3
crew: 9
cried: 18
cries: 2
crime: 3
crimes: 2
criminals: 1
critical: 1
critically: 1
cromer: 1
crop: 15
cross: 6
crossed: 1
crosses: 1
crossing: 3
crossways: 1
crow: 6
crowd: 2
crowded: 2
crows: 3
cruel: 2
cruelties: 1
cruelty: 1
cruise: 3
crumbling: 2
crusadoes: 1
crushed: 2
crusoe: 12
cry: 3
crying: 4
cultivate: 1
cultivated: 1
cultivation: 1
cunning: 1
cure: 4
cured: 11
curing: 3
curiosity: 2
curious: 3
curled: 1
curlew: 1
curlews: 1
current: 36
currently: 1
currents: 9
cursed: 2
custom: 4
customs: 4
cut: 73
cutlass: 1
cutlasses: 2
cutter: 1
cutting: 13
dagger: 1
daily: 15
dainties: 1
dainty: 1
dairy: 1
dam: 3
damage: 5
damaged: 1
damages: 4
damp: 3
dance: 1
danced: 2
dancing: 3
danger: 48
dangerous: 4
dangers: 8
daniel: 1
daresay: 3
daring: 3
dark: 17
dart: 2
darted: 2
darting: 1
darts: 2
dashed: 2
dashing: 2
data: 1
date: 2
daughter: 1
daughters: 1
david: 1
day: 173
daybreak: 1
daylight: 3
days: 79
daytime: 2
dazzling: 1
dead: 31
deaf: 2
deal: 38
dealing: 1
dealings: 2
dealt: 3
dear: 5
death: 25
debate: 2
debated: 1
debt: 2
debtor: 2
dec: 8
decay: 2
decayed: 1
decease: 1
deceit: 1
december: 7
deck: 5
decks: 3
declared: 3
declined: 1
declivity: 1
decreased: 1
decree: 1
decreed: 1
deductible: 1
deep: 15
deepening: 1
deepest: 2
deeply: 2
defaced: 1
defeat: 1
defeated: 1
defect: 4
defective: 3
defects: 1
defence: 12
defend: 6
defiance: 1
deficiencies: 1
deficient: 1
defile: 1
defoe: 1
degeneracy: 2
degree: 18
degrees: 12
dejected: 2
dejection: 1
delay: 3
delayed: 1
deletions: 1
delicious: 1
delight: 3
delighted: 4
delightful: 2
delights: 1
deliver: 18
deliverance: 47
deliverances: 2
delivered: 30
deliverer: 2
delivering: 2
delude: 1
delusion: 1
demand: 1
demands: 1
demolish: 1
den: 1
deny: 1
depend: 7
depended: 4
depending: 2
depends: 1
deplorable: 1
deposit: 1
depressed: 1
deprives: 1
depth: 1
derivative: 3
derive: 1
derived: 1
descend: 3
descended: 4
describe: 16
described: 8
descried: 1
description: 6
desert: 3
deserts: 1
deserved: 2
design: 28
designed: 3
designs: 5
desirable: 2
desire: 22
desired: 13
desires: 8
desiring: 2
desisted: 1
desolate: 11
desolation: 1
despair: 9
despatched: 3
desperate: 8
desperation: 1
despise: 1
despising: 1
despite: 1
despondency: 1
destitute: 4
destroy: 10
destroyed: 11
destroyer: 1
destroying: 3
destruction: 13
detach: 1
determination: 1
determine: 1
determined: 3
determining: 1
detestation: 1
devices: 1
devil: 18
devils: 3
devise: 2
devotion: 1
devour: 10
devoured: 24
devouring: 3
dexterity: 2
dexterous: 4
dexterously: 1
dials: 1
diameter: 6
diamonds: 2
dictate: 1
dictated: 1
dictates: 4
did: 260
die: 19
died: 9
diet: 3
differed: 1
difference: 3
different: 11
difficult: 8
difficulties: 2
difficulty: 30
dig: 11
digging: 6
dilemma: 1
diligence: 2
diligent: 2
dim: 1
dined: 2
dining: 1
dinner: 3
dint: 1
dip: 2
dipped: 1
direct: 15
directed: 16
directing: 3
direction: 8
directions: 5
directly: 27
director: 1
directs: 1
dirs: 1
dirt: 2
disability: 1
disabled: 2
disadvantage: 1
disagree: 1
disagreeable: 1
disagreed: 1
disappointment: 2
disappointments: 3
disaster: 4
disasters: 3
disbursements: 2
discern: 2
discharge: 1
discharged: 6
disclaim: 1
disclaimer: 3
disclaimers: 1
discomforted: 1
discomposed: 1
discomposure: 4
discomposures: 1
disconsolate: 1
discontented: 1
discontents: 1
discontinue: 1
discouraged: 1
discouragement: 2
discouraging: 4
discourse: 20
discoursed: 2
discourses: 2
discover: 10
discovered: 20
discoveries: 5
discovering: 1
discovery: 12
discretion: 3
discuss: 1
discussion: 1
disengaged: 1
dish: 3
dishes: 1
disinterested: 1
disk: 1
dismal: 11
disorder: 2
dispirited: 1
display: 1
displayed: 1
displaying: 4
disposal: 1
dispose: 5
disposed: 6
disposing: 1
disposition: 7
dispositions: 4
dispute: 3
disputed: 1
disputes: 2
disregarded: 1
dissatisfaction: 1
dissuaded: 1
distance: 46
distant: 2
distemper: 8
distempers: 2
distinction: 1
distinguish: 5
distinguished: 2
distract: 1
distracted: 1
distress: 24
distressed: 3
distresses: 1
distribute: 6
distributed: 6
distributing: 7
distribution: 6
distributor: 1
distrust: 1
disturb: 2
disturbed: 3
divers: 2
diversion: 5
diversions: 2
divert: 2
diverted: 4
diverting: 1
dives: 1
divide: 3
divided: 9
dividing: 1
divine: 5
dock: 4
doctor: 1
doctrine: 3
doctrines: 1
does: 12
dog: 20
doing: 18
doings: 1
dolphin: 1
domain: 8
domestic: 1
domestics: 1
dominion: 1
dominions: 4
don: 1
donate: 5
donation: 1
donations: 15
done: 97
donors: 1
door: 24
doors: 7
dose: 1
dosed: 1
dost: 2
double: 15
doubled: 1
doubling: 2
doubloons: 1
doubt: 19
doubted: 1
doubtful: 1
doubting: 5
doubtless: 2
doubts: 1
dover: 3
down: 199
downloading: 1
downward: 2
dozed: 1
dozen: 10
dozing: 1
draft: 1
drag: 2
dragged: 4
dram: 8
drank: 5
draught: 1
draw: 12
drawer: 2
drawers: 6
drawn: 2
dread: 3
dreadful: 31
dreadfully: 7
dreading: 1
dream: 11
dreamed: 7
dreams: 1
dress: 8
dressed: 2
dresser: 1
dressing: 1
drew: 13
dried: 13
driest: 1
drills: 1
drink: 9
drinking: 1
drive: 14
driven: 30
driving: 10
drop: 4
dropped: 6
drought: 1
drove: 2
drown: 2
drowned: 20
drowning: 2
drudgery: 1
drug: 1
drunk: 5
dry: 38
dub: 3
ducats: 1
ducks: 1
due: 10
dug: 10
dull: 5
duly: 3
dumb: 1
dun: 1
dungeons: 1
dunkirk: 1
during: 21
durst: 11
dusk: 1
dusky: 1
dust: 3
dutch: 3
duty: 18
dwell: 3
dwelling: 7
dwelt: 2
dyed: 1
dying: 5
each: 24
eager: 10
eagerly: 1
eagerness: 3
ear: 5
early: 11
earnest: 6
earnestly: 12
ears: 8
earth: 30
earthen: 13
earthenware: 4
earthquake: 8
earthquakes: 1
ease: 5
eased: 1
easier: 7
easily: 22
easing: 1
east: 23
eastern: 1
eastward: 1
easy: 40
eat: 66
eatee: 3
eaten: 12
eaters: 3
eating: 5
ebb: 5
ebbed: 6
ebbing: 1
ebook: 5
ebooks: 7
echo: 1
echoes: 1
ecstasies: 1
ecstasy: 4
eddy: 12
edge: 9
edition: 1
editions: 4
education: 2
educational: 1
effaced: 1
effect: 9
effects: 15
effectually: 14
effort: 2
efforts: 3
eggs: 6
egress: 1
egypt: 1
eight: 29
eighteen: 7
eighth: 1
eighty: 3
ein: 1
either: 51
ejaculations: 1
eked: 1
elder: 2
eldest: 1
elect: 1
electronic: 27
electronically: 2
elephants: 1
elevated: 1
eleven: 12
eleventh: 1
elijah: 1
elopement: 1
else: 17
email: 3
embark: 1
embarked: 1
embarrassed: 3
embers: 4
embodied: 1
embraced: 4
embracing: 1
embracings: 1
eminent: 2
emperor: 4
employ: 2
employed: 14
employee: 1
employees: 2
employment: 9
employments: 1
empowering: 1
emptied: 2
empty: 4
enable: 3
enamoured: 1
encampment: 1
enchanted: 2
encircled: 1
enclose: 4
enclosed: 5
enclosing: 2
enclosure: 12
enclosures: 4
encounter: 1
encouraged: 10
encouragement: 5
encouragements: 1
encouraging: 4
encumbered: 1
end: 58
endanger: 2
endangered: 1
endeavour: 5
endeavoured: 6
endeavouring: 1
endeavours: 1
ended: 3
ending: 1
ends: 2
ene: 1
enemies: 14
enemy: 10
energy: 1
engage: 3
engaged: 5
engagement: 2
engaging: 1
england: 43
english: 34
englishman: 6
englishmen: 3
engrossed: 1
enjoining: 1
enjoy: 6
enjoyed: 5
enjoying: 3
enjoyment: 2
enjoyments: 1
enlarge: 1
enlarged: 2
enlarging: 1
enlightened: 1
enlightening: 1
enmity: 1
enough: 98
enraged: 2
enrolled: 1
ensign: 1
ensnared: 1
ensuring: 1
enter: 6
entered: 17
entering: 4
enterprise: 4
enterprises: 1
enterprising: 1
entertain: 1
entertained: 11
entertainment: 1
enticed: 1
entire: 2
entirely: 26
entirety: 1
entity: 3
entrance: 13
entreaties: 3
entreaty: 1
envied: 1
environed: 1
envy: 2
equal: 4
equally: 4
equinox: 6
equipage: 1
equipment: 3
equity: 1
equivalent: 1
errand: 1
errors: 1
escape: 33
escaped: 10
escaping: 2
ese: 1
espagniole: 1
especial: 1
especially: 45
espied: 2
essayed: 1
essays: 1
established: 1
estate: 9
esteemed: 4
eternal: 3
europe: 5
european: 11
europeans: 1
even: 79
evening: 16
event: 3
events: 4
ever: 67
everlasting: 1
every: 95
everybody: 2
everything: 48
everywhere: 2
evidence: 2
evident: 2
evidently: 4
evil: 13
evils: 1
exact: 4
exactly: 7
exalted: 2
examine: 1
examined: 3
examining: 1
example: 6
examples: 2
exceeding: 10
exceedingly: 15
excellency: 1
excellent: 10
except: 44
excepted: 1
excepting: 2
exception: 1
excessive: 3
excessively: 6
exchange: 4
exclaiming: 1
exclamation: 1
exclusion: 1
excursion: 2
excuse: 1
execute: 2
execution: 6
executioner: 3
executioners: 1
executive: 1
executor: 1
exemplified: 1
exempt: 2
exercise: 3
exercises: 1
exerted: 1
exerting: 1
exhausted: 5
exhorting: 1
exists: 1
expect: 22
expectation: 7
expectations: 1
expected: 22
expecting: 9
expedition: 6
expend: 1
expended: 1
expense: 4
expenses: 2
experience: 14
experienced: 1
experiment: 4
experiments: 2
expert: 1
expiring: 1
explain: 3
explained: 2
explanation: 2
exporting: 1
exposed: 5
expostulate: 1
expostulated: 4
express: 15
expressed: 2
expressions: 2
extending: 1
extent: 2
extinct: 1
extorted: 1
extraordinarily: 1
extraordinary: 7
extravagance: 1
extravagances: 2
extravagant: 1
extreme: 2
extremely: 4
extremes: 1
extremities: 2
extremity: 3
eye: 7
eyes: 26
face: 19
faced: 1
faces: 2
facility: 1
fact: 2
faculties: 1
fail: 5
failed: 7
fain: 8
faint: 4
fainthearted: 1
fainting: 2
fair: 16
fairbanks: 1
fairly: 6
faith: 4
faithful: 12
faithfully: 3
faithfulness: 1
fall: 29
fallen: 16
falling: 11
falls: 2
familiar: 4
familiarly: 2
family: 11
famished: 1
famous: 2
fancied: 9
fancies: 1
fancy: 8
fancying: 2
far: 55
fared: 1
farm: 2
farther: 41
fashion: 2
fashionable: 1
fast: 23
fasten: 1
fastened: 7
faster: 4
fatal: 3
fate: 11
father: 78
fathers: 2
fathoms: 1
fatigue: 3
fatigued: 6
fatted: 1
fatten: 1
fault: 3
favour: 5
favourite: 1
favourites: 1
fear: 41
feared: 1
fearful: 1
fearing: 1
fears: 3
feast: 9
feasted: 1
feastings: 1
february: 3
fed: 6
federal: 2
fee: 8
feed: 11
feeding: 5
feel: 5
feeling: 2
fees: 4
feet: 45
felicity: 3
fell: 44
felled: 2
fellow: 27
fellows: 12
felt: 18
female: 1
females: 2
fence: 18
fenced: 7
fencing: 1
ferment: 1
fernando: 1
fervour: 1
fetch: 15
fetched: 7
fetching: 2
fever: 3
feverish: 1
fevers: 1
few: 34
fewest: 1
fiction: 1
fidelity: 3
field: 3
fields: 3
fierce: 4
fiercest: 1
fiery: 1
fifteen: 8
fifty: 13
fight: 15
figure: 7
figures: 1
file: 2
files: 2
filial: 1
filled: 28
filling: 1
filthy: 1
financial: 1
find: 63
finding: 12
